NPSCompany,NPSIndustry,NPSScore,FortuneYear,FortuneRank,FortuneCompany,FortuneRevenue($ millions),FortuneProfit($ millions)
,,,2021,225,Jiangxi Copper,48820.1,194.7
,,,2021,226,POSCO,48712.8,1340.3
,,,2021,227,Bayer,48483.6,-11958.5
,,,2021,228,Power Corp. of Canada,48183.1,1525.7
,,,2021,229,Orange,48164.5,5494.4
,,,2021,230,Charter Communications,48097,3222
,,,2021,231,COSCO Shipping,47998.3,1471.2
,,,2021,232,Merck,47994,7067
,,,2021,233,ELO Group,47607.3,772.5
,,,2021,234,Shaanxi Yanchang Petroleum (Group),47529.1,160.7
,,,2021,235,Pegatron,47517.9,686.2
,,,2021,236,Anheuser-Busch InBev,47358,1405
,,,2021,237,AmÃ©rica MÃ³vil,47326,2180.5
,,,2021,238,Best Buy,47262,1798
,,,2021,239,Zhejiang Geely Holding Group,47191,1352.3
,,,2021,240,China State Shipbuilding,46844.6,1874.6
,,,2021,241,Talanx,46788.1,766.8
,,,2021,242,New York Life Insurance,46712.4,-822.3
,,,2021,243,Oil & Natural Gas,46597.1,2189.3
,,,2021,244,Denso,46569.3,1179.7
,,,2021,245,MS&AD Insurance Group Holdings,46149.7,1362.1
,,,2021,246,Equinor,45818,-5510
,,,2021,247,AbbVie,45804,4616
,,,2021,248,China Huaneng Group,45750.4,312.4
,,,2021,249,Nippon Steel Corporation,45555.7,-305.9
,,,2021,250,Royal Bank of Canada,45508.8,8496.9
,,,2021,251,Taiwan Semiconductor Manufacturing,45477.8,17343.6
,,,2021,252,Deutsche Bahn,45465.2,-6476.6
,,,2021,253,Publix Super Markets,45204,3971.8
,,,2021,254,Allstate,44791,5576
,,,2021,255,Zhejiang Rongsheng Holding Group,44725.9,626.5
,,,2021,256,Rio Tinto Group,44611,9769
,,,2021,257,Pemex,44383.6,-23683.3
,,,2021,258,Accenture,44327,5107.8
,,,2021,259,Edeka Zentrale,44158.6,315.4
,,,2021,260,China United Network Communications,44034.4,800.2
,,,2021,261,Sumitomo,43817.9,-1443.9
,,,2021,262,Liberty Mutual Insurance Group,43796,758
,,,2021,263,AIG,43736,-5944
,,,2021,264,GlaxoSmithKline,43731.8,7373.1
,,,2021,265,Groupe BPCE,43475.7,1834.5
,,,2021,266,Saint-Gobain,43444.9,519.6
,,,2021,267,Lloyds Banking Group,43440.7,1690.3
,,,2021,268,Swiss Re,43338,-878
,,,2021,269,Sberbank,43263.6,10527.2
,,,2021,270,Tyson Foods,43185,2061
,,,2021,271,Hanwha,43168.9,181.2
,,,2021,272,Continental,42982.7,-1096
,,,2021,273,BHP Group,42931,7956
,,,2021,274,Woolworths Group,42677.8,780.8
,,,2021,275,Progressive,42658.1,5704.6
,,,2021,276,Sanofi,42580.1,14031.2
,,,2021,277,Petronas,42562.5,-5679.5
,,,2021,278,Bristol-Myers Squibb,42518,-9015
,,,2021,279,Tsingshan Holding Group,42448.1,1129.3
,,,2021,280,Nationwide,41929.8,-138.4
,,,2021,281,Pfizer,41908,9616
,,,2021,282,Shandong Weiqiao Pioneering Group,41878.8,1236
,,,2021,283,Caterpillar,41748,2998
,,,2021,284,Sinomach,41712,570.9
,,,2021,285,TIAA,41619.3,558.1
,,,2021,286,Ingka Group,41580.4,1323
,,,2021,287,Pertamina,41469.5,1051.1
,,,2021,288,Midea Group,41407.1,3945.3
,,,2021,289,Bunge,41404,1145
,,,2021,290,Fresenius,41335.8,1945
,,,2021,291,Intesa Sanpaolo,41258.3,3734
,,,2021,292,George Weston,40792.6,718.1
,,,2021,293,State Power Investment,40322.8,343.8
,,,2021,294,Vale,40018,4881
,,,2021,295,ACS,39967.2,654
,,,2021,296,Toronto-Dominion Bank,39899.5,8841
,,,2021,297,Maersk,39740,2850
,,,2021,298,ThyssenKrupp,39658.8,10725.1
,,,2021,299,Bouygues,39607.3,793.1
,,,2021,300,Mitsubishi Electric,39538.8,1821.9
,,,2021,301,China Energy Engineering Group,39439,507.6
,,,2021,302,UBS Group,39298,6557
,,,2021,303,Finatis,39197.1,-211.9
,,,2021,304,Oracle,39068,10135
,,,2021,305,Energy Transfer,38954,-648
,,,2021,306,Daiwa House Industry,38928.8,1840.2
,,,2021,307,China Aerospace Science & Technology,38741.9,2735.1
,,,2021,308,Jiangsu Shagang Group,38664.5,1144.5
,,,2021,309,Zhejiang Hengyi Group,38561.7,152
,,,2021,310,Dow,38542,1225
,,,2021,311,Shenghong Holding Group,38440,519.8
,,,2021,312,American Express,38185,3135
,,,2021,313,Meiji Yasuda Life Insurance,38003.6,1780.4
,,,2021,314,J. Sainsbury,37943.5,-365.7
,,,2021,315,Anhui Conch Group,37929.8,1878.4
,,,2021,316,General Dynamics,37925,3167
,,,2021,317,Deutsche Bank,37852.5,550.4
,,,2021,318,Idemitsu Kosan,37792.3,329.4
,,,2021,319,Iberdrola,37767,4114.6
,,,2021,320,China Aerospace Science & Industry,37697,1955
,,,2021,321,Nike,37403,2539
,,,2021,322,ItaÃº Unibanco Holding,37279.7,3666.5
,,,2021,323,ZF Friedrichshafen,37158.6,-940
,,,2021,324,Quanta Computer,37042.9,860.1
,,,2021,325,Sumitomo Mitsui Financial Group,36811.4,4837.5
,,,2021,326,Northrop Grumman,36799,3189
,,,2021,327,Volvo,36754.3,2097.9
,,,2021,328,Suning.com Group,36564.5,-619.5
,,,2021,329,Metro,36524.7,514.7
,,,2021,330,USAA,36296.2,3906.9
,,,2021,331,Sompo Holdings,36283.3,1344.1
,,,2021,332,Yango Longking Group,36263.9,540.2
,,,2021,333,Chubb,35994,3533
,,,2021,334,China Electronics,35930.9,-97.2
,,,2021,335,Heraeus Holding,35929.1,
,,,2021,336,Jinchuan Group,35907.1,360.4
,,,2021,337,Banco Bilbao Vizcaya Argentaria,35872.1,1487
,,,2021,338,Xiaomi,35632.6,2950.1
,,,2021,339,Compal Electronics,35619.1,317.9
,,,2021,340,Deere,35540,2751
,,,2021,341,La Poste,35533.7,2374.6
,,,2021,342,DZ Bank,35498.4,993.6
,,,2021,343,Taikang Insurance Group,35475.6,3483.6
,,,2021,344,China Taiping Insurance Group,35460.5,415.1
,,,2021,345,Barclays,35404.6,3056.2
,,,2021,346,Cathay Financial Holding,35123.5,2532.5
,,,2021,347,Mitsubishi Heavy Industries,34902.5,383.4
,,,2021,348,Rajesh Exports,34804.8,113.9
,,,2021,349,CRRC Group,34778.2,748
,,,2021,350,Abbott Laboratories,34608,4495
,,,2021,351,China South Industries Group,34454.6,852.6
,,,2021,352,China Huadian,34440,584.8
,,,2021,353,CK Hutchison Holdings,34347.1,3757.5
,,,2021,354,China Electronics Technology Group,34311.4,1879.6
,,,2021,355,Poste Italiane,34205.1,1375.3
,,,2021,356,SNCF Group,34155,-3452.5
,,,2021,357,Tata Motors,34012.8,-1812.4
,,,2021,358,Fujitsu,33862.5,1912.1
,,,2021,359,Cedar Holdings Group,33837,49.6
,,,2021,360,Northwestern Mutual,33782.1,425
,,,2021,361,Dollar General,33746.8,2655.1
,,,2021,362,Louis Dreyfus,33564,382
,,,2021,363,Shanghai Construction Group,33525.6,485.6
,,,2021,364,Sunac China Holdings,33418.4,5165.8
,,,2021,365,Aisin,33259.7,996.5
,,,2021,366,KB Financial Group,33201.2,2928.8
,,,2021,367,Sumitomo Life Insurance,33183.4,254.4
,,,2021,368,British American Tobacco,33057.6,8208
,,,2021,369,Exelon,33039,1963
,,,2021,370,Coca-Cola,33014,7747
,,,2021,371,China National Nuclear,32662.8,1188.3
,,,2021,372,Magna International,32647,757
,,,2021,372,Jardine Matheson,32647,-394
,,,2021,373,Honeywell International,32637,4779
,,,2021,374,Jingye Group,32528.2,607.3
,,,2021,375,Bank of Nova Scotia,32501.1,5037.8
,,,2021,376,Phoenix Pharma,32386.9,221.3
,,,2021,377,Credit Suisse Group,32343.3,2843.4
,,,2021,378,Sun Life Financial,32315.7,1862.7
,,,2021,379,Thermo Fisher Scientific,32218,6375
,,,2021,380,Repsol,32188.3,-3747.6
,,,2021,381,3M,32184,5384
,,,2021,382,TJX,32137,90.5
,,,2021,383,Shandong Iron & Steel Group,31990.3,129.4
,,,2021,384,Travelers,31981,2697
,,,2021,385,Migros Group,31903.3,1882.4
,,,2021,386,Lâ€™OrÃ©al,31895.6,4060.3
,,,2021,387,Fubon Financial Holding,31837.8,3065.4
,,,2021,388,Capital One Financial,31643,2714
,,,2021,389,New Hope Holding Group,31605.7,515.4
,,,2021,390,ING Group,31604.9,2563.8
,,,2021,391,Tesla,31536,721
,,,2021,392,CMA CGM,31445.1,1755.3
,,,2021,393,Bharat Petroleum,31315.1,2178
,,,2021,394,SAP,31150.3,5862.5
,,,2021,395,Shenzhen Investment Holdings,31143.6,1661
,,,2021,396,Coop Group,31057.5,574.2
,,,2021,397,Hyundai Mobis,31047.2,1296.2
,,,2021,398,Anglo American,30902,2089
,,,2021,399,Ansteel Group,30885.6,258.5
,,,2021,400,Mitsubishi Chemical Holdings,30729.1,-71.3
,,,2021,401,Siemens Energy,30722.9,-1797
,,,2021,402,Shanxi Coking Coal Group,30453.7,159.9
,,,2021,403,JFE Holdings,30443.7,-206.3
,,,2021,404,Haier Smart Home,30395,1286.5
,,,2021,405,Mizuho Financial Group,30357.1,4443.2
,,,2021,406,TongLing Nonferrous Metals Group,30301.1,-25.8
,,,2021,407,Medipal Holdings,30291.3,225.7
,,,2021,408,Takeda Pharmaceutical,30165.7,3546.9
,,,2021,409,ABB,30142,5146
,,,2021,410,Shougang Group,30053.7,42.5
,,,2021,411,Suzuki Motor,29980.8,1381.2
,,,2021,412,Veolia Environnement,29637,101.2
,,,2021,413,Canon,29598.9,780.4
,,,2021,414,New China Life Insurance,29544.6,2071.6
,,,2021,415,Samsung Life Insurance,29273.8,1073
,,,2021,416,Kansai Electric Power,29171.3,1028
,,,2021,417,Enbridge,29146.5,2507.7
,,,2021,418,Medtronic,28913,4789
,,,2021,419,Toshiba,28812.6,1075.2
,,,2021,420,Wistron,28694.5,294.8
,,,2021,421,Philip Morris International,28694,8056
,,,2021,422,Arrow Electronics,28673.4,584.4
,,,2021,423,Schneider Electric,28667.4,2422.5
,,,2021,424,Weichai Power,28621.8,1334.4
,,,2021,425,Banco Bradesco,28539.3,3072.9
,,,2021,426,Phoenix Group Holdings,28493.2,1023.4
,,,2021,427,Hailiang Group,28466.7,117.3
,,,2021,428,CHS,28406.4,422.4
,,,2021,429,China General Technology,28379.3,558.3
,,,2021,430,Beijing Jianlong Heavy Industry Group,28361.5,494
,,,2021,431,NEC,28243.3,1411.3
,,,2021,432,Zhejiang Communications Investment Group,28168.2,706.7
,,,2021,433,Bridgestone,28046.8,-218.2
,,,2021,434,China Datang,27928.3,317.2
,,,2021,435,BT Group,27863.3,1922.8
,,,2021,436,Shanghai Pharmaceuticals Holding,27812.9,651.6
,,,2021,437,LyondellBasell Industries,27753,1420
,,,2021,438,Guangxi Investment Group,27707.9,41.3
,,,2021,439,Chubu Electric Power,27690.4,1388.6
,,,2021,440,CRH,27587,1122
,,,2021,441,Sumitomo Electric Industries,27531.7,531.5
,,,2021,442,FinanciÃ¨re de l&#8217;Odet,27470.1,244
,,,2021,443,Xinjiang Guanghui Industry Investment,27448.3,59.2
,,,2021,444,X5 Retail Group,27359.1,392
,,,2021,445,Jabil,27266.4,53.9
,,,2021,446,Linde,27250,2501
,,,2021,447,Enterprise Products Partners,27199.7,3775.6
,,,2021,448,Mazda Motor,27187.2,-298.6
,,,2021,449,CJ Corp.,27124.7,73.5
,,,2021,450,China National Coal Group,27104.9,484.5
,,,2021,451,SK Hynix,27041.1,4030.8
,,,2021,452,HP,26982,-322
,,,2021,453,Danone,26913.8,2228.8
,,,2021,454,Achmea,26843.1,731.5
,,,2021,455,Longfor Group Holdings,26745.9,2898.8
,,,2021,456,United Natural Foods,26742.8,-274.1
,,,2021,457,Centrica,26701.5,52.6
,,,2021,458,Subaru,26698,721.7
,,,2021,459,Guangzhou Municipal Construction Group,26682.4,126.8
,,,2021,460,LG Chem,26644.8,434.5
,,,2021,461,AstraZeneca,26617,3196
,,,2021,462,Mondelez International,26581,3555
,,,2021,463,Boehringer Ingelheim,26496.8,3489
,,,2021,464,ViacomCBS,26186,2422
,,,2021,465,Kraft Heinz,26185,356
,,,2021,466,KoÃ§ Holding,26179.2,1320.9
,,,2021,467,Guangzhou Pharmaceutical Holdings,26070.1,299
,,,2021,468,Olam International,26067.8,178.1
,,,2021,469,China Resources Land,26027.1,4352.2
,,,2021,470,Yunnan Provincial Investment Holding Group,25886.9,278.6
,,,2021,471,Bank of Montreal,25664.6,3788.4
,,,2021,472,Samsung C&T,25613.3,877.8
,,,2021,473,WH Group,25589,828
,,,2021,474,Dollar Tree,25509.3,1341.9
,,,2021,475,Amgen,25424,7264
,,,2021,476,Compass Group,25413.4,169.5
,,,2021,477,Coles Group,25324.5,655.5
,,,2021,478,U.S. Bancorp,25241,4959
,,,2021,479,Ericsson,25236.9,1898.6
,,,2021,480,Huayang New Material Technology Group,25187.9,-172.7
,,,2021,481,Banco do Brasil,25149.6,2299.6
,,,2021,482,Performance Food Group,25086.3,-114.1
,,,2021,483,Netflix,24996.1,2761.4
,,,2021,484,Nokia,24899.2,-2874.8
,,,2021,485,Zijin Mining Group,24855.2,943.3
,,,2021,486,BAE Systems,24722.7,1666
,,,2021,487,Gree Electric Appliances,24709.7,3213.8
,,,2021,488,Gilead Sciences,24689,123
,,,2021,489,TD Synnex,24675.6,529.2
,,,2021,490,UniCredit Group,24664.5,-3173.4
,,,2021,491,Holcim,24653.8,1807.9
,,,2021,492,Mapfre Group,24641.5,599.9
,,,2021,493,Alfresa Holdings,24556.3,231.1
,,,2021,494,Eli Lilly,24539.8,6193.7
,,,2021,495,Truist Financial,24427,4482
,,,2021,496,China Reinsurance (Group),24376,827.6
,,,2021,497,Commonwealth Bank of Australia,24362,6457.1
,,,2021,498,Flex,24124,613
,,,2021,499,Rite Aid,24043.4,-90.9
,,,2022,1,Walmart,572754,13673
,,,2022,2,Amazon,469822,33364
,,,2022,3,Apple,365817,94680
,,,2022,4,CVS Health,292111,7910
,,,2022,5,UnitedHealth Group,287597,17285
,,,2022,6,Exxon Mobil,285640,23040
,,,2022,7,Berkshire Hathaway,276094,89795
,,,2022,8,Alphabet,257637,76033
,,,2022,9,McKesson,238228,-4539
,,,2022,10,AmerisourceBergen,213988.8,1539.9
,,,2022,11,Costco,195929,5007
,,,2022,12,Cigna,174078,5365
,,,2022,13,AT&T,168864,20081
,,,2022,14,Microsoft,168088,61271
,,,2022,15,Cardinal Health,162467,611
,,,2022,16,Chevron,162465,15625
,,,2022,17,Home Depot,151157,16433
,,,2022,18,Walgreens,148579,2542
,,,2022,19,Marathon Petroleum,141032,9738
,,,2022,20,Elevance Health,138639,6104
,,,2022,21,Kroger,137888,1655
,,,2022,22,Ford Motor,136341,17937
,,,2022,23,Verizon,133613,22065
,,,2022,24,JP Morgan Chase,127202,48334
,,,2022,25,General Motors,127004,10019
,,,2022,26,Centene,125982,1347
,,,2022,27,Meta Platforms,117929,39370
,,,2022,28,Comcast,116385,14159
,,,2022,29,Phillips 66,114852,1317
,,,2022,30,Valero Energy,108332,930
,,,2022,31,Dell Technologies,106995,5563
,,,2022,32,Target,106005,6946
,,,2022,33,Fannie Mae,101543,22176
,,,2022,34,UPS,97287,12890
,,,2022,35,Lowe's,96250,8442
,,,2022,36,Bank of America,93851,31978
,,,2022,37,Johnson & Johnson,93775,20878
,,,2022,38,Archer Daniels Midland,85249,2709
,,,2022,39,FedEx,83959,5231
,,,2022,40,Humana,83064,2933
,,,2022,41,Wells Fargo,82407,21548
,,,2022,42,State Farm Insurance,82224.7,1280.9
,,,2022,43,Pfizer,81288,21979
,,,2022,44,Citigroup,79865,21952
,,,2022,45,PepsiCo,79474,7618
,,,2022,46,Intel,79024,19868
,,,2022,47,Procter & Gamble,76118,14306
,,,2022,48,General Electric,74196,-6520
,,,2022,49,IBM,72344,5743
,,,2022,50,MetLife,71080,6554
,,,2022,51,Prudential Financial,70934,7724
,,,2022,52,Albertsons,69690.4,850.2
,,,2022,53,Disney,67418,1995
,,,2022,54,Energy Transfer,67417,5470
,,,2022,55,Lockheed Martin,67044,6315
,,,2022,56,Freddie Mac,65898,12109
,,,2022,57,Goldman Sachs Group,64989,21635
,,,2022,58,Raytheon Technologies,64388,3864
,,,2022,59,HP,63487,6503
,,,2022,60,Boeing,62286,-4202
,,,2022,61,Morgan Stanley,61121,15034
,,,2022,62,HCA Healthcare,58752,6956
,,,2022,63,AbbVie,56197,11542
,,,2022,64,Dow,54968,6311
,,,2022,65,Tesla,53823,5519
,,,2022,66,Allstate,53228,1599
,,,2022,67,AIG,52057,9388
,,,2022,68,Best Buy,51761,2454
,,,2022,69,Charter Communications,51682,4654
,,,2022,70,Sysco,51297.8,524.2
,,,2022,71,Merck,51216,13049
,,,2022,72,New York Life Insurance,51198.5,277.1
,,,2022,73,Caterpillar,50971,6489
,,,2022,74,Cisco Systems,49818,10591
,,,2022,75,TJX,48550,3282.8
,,,2022,76,Publix Super Markets,48393.9,4412.2
,,,2022,77,ConocoPhillips,48349,8079
,,,2022,78,Liberty Mutual Insurance Group,48200,3068
,,,2022,79,Progressive,47702,3350.9
,,,2022,80,Nationwide,47376,1617.2
,,,2022,81,Tyson Foods,47049,3047
,,,2022,82,Bristol-Myers Squibb,46385,6994
,,,2022,83,Nike,44538,5727
,,,2022,84,Deere,44024,5963
,,,2022,85,American Express,43663,8060
,,,2022,86,Abbott Laboratories,43075,7071
,,,2022,87,StoneX Group,42534.2,116.3
,,,2022,88,Plains GP Holdings,42078,60
,,,2022,89,Enterprise Products Partners,40806.9,4637.7
,,,2022,90,TIAA,40526.4,4060.7
,,,2022,91,Oracle,40479,13746
,,,2022,92,Thermo Fisher Scientific,39211,7725
,,,2022,93,Coca-Cola,38655,9771
,,,2022,94,General Dynamics,38469,3257
,,,2022,95,CHS,38448,554
,,,2022,96,USAA,37469.6,3300
,,,2022,97,Northwestern Mutual,36751.2,977.8
,,,2022,98,Nucor,36483.9,6827.5
,,,2022,99,Exelon,36347,1706
,,,2022,100,Massachusetts Mutual Life Insurance,35899.5,319.3
,,,2022,101,Northrop Grumman,35667,7005
,,,2022,102,3M,35355,5921
,,,2022,103,Travelers,34816,3662
,,,2022,104,Arrow Electronics,34477,1108.2
,,,2022,105,Honeywell International,34392,5542
,,,2022,106,Dollar General,34220.4,2399.2
,,,2022,107,Qualcomm,33566,9043
,,,2022,108,Capital One Financial,32033,12390
,,,2022,109,TD Synnex,31614.2,395.1
,,,2022,110,Philip Morris International,31405,9109
,,,2022,111,World Fuel Services,31337,73.7
,,,2022,112,Performance Food Group,30398.9,40.7
,,,2022,113,Delta Air Lines,29899,280
,,,2022,114,American Airlines Group,29882,-1993
,,,2022,115,Netflix,29697.8,5116.2
,,,2022,116,Paramount Global,29579,4543
,,,2022,117,US Foods,29487,164
,,,2022,118,Danaher,29453,6433
,,,2022,119,Jabil,29285,696
,,,2022,120,Starbucks,29060.6,4199.3
,,,2022,121,Mondelez International,28720,4300
,,,2022,122,Eli Lilly,28318.4,5581.7
,,,2022,123,HP,27784,3427
,,,2022,124,D.R. Horton,27774.2,4175.8
,,,2022,125,Molina Healthcare,27771,659
,,,2022,126,CBRE Group,27746,1836.6
,,,2022,127,Micron Technology,27705,5861
,,,2022,128,Broadcom,27450,6736
,,,2022,129,Gilead Sciences,27305,6225
,,,2022,130,PBF Energy,27253.4,231
,,,2022,131,Lennar,27130.7,4430.1
,,,2022,132,United Natural Foods,26992,149
,,,2022,133,NRG Energy,26989,2187
,,,2022,134,Nvidia,26914,9752
,,,2022,135,Occidental Petroleum,26772,2322
,,,2022,136,Salesforce,26492,1444
,,,2022,137,Dollar Tree,26321.2,1327.9
,,,2022,138,KKR,26141.3,4666.5
,,,2022,139,Kraft Heinz,26042,1012
,,,2022,140,Amgen,25979,5893
,,,2022,141,AutoNation,25844,1373
,,,2022,142,Penske Automotive Group,25554.7,1187.8
,,,2022,143,PayPal,25371,4169
,,,2022,144,Macy's,25292,1430
,,,2022,145,Duke Energy,24677,3908
,,,2022,146,United Airlines Holdings,24634,-1964
,,,2022,147,Visa,24105,12311
,,,2022,148,Rite Aid,24043.4,-90.9
,,,2022,149,Cummins,24021,2131
,,,2022,150,U.S. Bancorp,23714,7963
,,,2022,151,Paccar,23522.3,1852.1
,,,2022,152,McDonald's,23222.9,7545.2
,,,2022,153,Southern,23113,2393
,,,2022,154,C.H. Robinson Worldwide,23102.1,844.2
,,,2022,155,Truist Financial,23064,6440
,,,2022,156,Applied Materials,23063,5888
,,,2022,157,Freeport-McMoRan,22845,4306
,,,2022,158,Lithia Motors,22831.7,1060
,,,2022,159,Blackstone,22577.1,5857.4
,,,2022,160,Hartford Financial Services Group,22390,2365
,,,2022,161,Aflac,22106,4325
,,,2022,162,Whirlpool,21985,1783
,,,2022,163,Union Pacific,21804,6523
,,,2022,164,International Paper,21780,1752
,,,2022,165,Altria Group,21111,2475
,,,2022,166,CDW,20820.8,988.6
,,,2022,167,ManpowerGroup,20724.4,382.4
,,,2022,168,PG&E,20642,-102
,,,2022,169,Carrier Global,20613,1664
,,,2022,170,Baker Hughes,20502,-219
,,,2022,171,Cleveland-Cliffs,20444,2988
,,,2022,172,United States Steel,20275,4174
,,,2022,173,Becton Dickinson,20248,2092
,,,2022,174,CarMax,20092.1,746.9
,,,2022,175,Sherwin-Williams,19944.6,1864.4
,,,2022,176,Builders FirstSource,19893.9,1725.4
,,,2022,177,Marsh & McLennan,19820,3143
,,,2022,178,PNC Financial Services Group,19698,5674
,,,2022,179,Lumen Technologies,19687,2033
,,,2022,180,Avnet,19534.7,193.1
,,,2022,181,Tenet Healthcare,19485,914
,,,2022,182,Kimberly-Clark,19440,1814
,,,2022,183,Kohl's,19433,938
,,,2022,184,BlackRock,19374,5901
,,,2022,185,Jones Lang LaSalle,19367,961.6
,,,2022,186,Lear,19263.1,373.9
,,,2022,187,Lincoln National,19230,1405
,,,2022,188,Charles Schwab,18996,5855
,,,2022,189,Ross Stores,18916.2,1722.6
,,,2022,190,Mastercard,18884,8687
,,,2022,191,Genuine Parts,18870.5,898.8
,,,2022,192,WestRock,18746.1,838.3
,,,2022,193,EOG Resources,18642,4664
,,,2022,194,Cognizant Technology Solutions,18507,2137
,,,2022,195,Moderna,18471,12202
,,,2022,196,Steel Dynamics,18408.9,3214.1
,,,2022,197,HF Sinclair,18389.1,558.3
,,,2022,198,Texas Instruments,18344,7769
,,,2022,199,Emerson Electric,18236,2303
,,,2022,200,WESCO International,18217.5,465.4
,,,2022,201,General Mills,18127,2339.8
,,,2022,202,Tenneco,18035,35
,,,2022,203,Waste Management,17931,1816
,,,2022,204,Viatris,17886.3,-1269.1
,,,2022,205,DISH Network,17881.1,2410.6
,,,2022,206,L3Harris Technologies,17814,1846
,,,2022,207,DXC Technology,17729,-149
,,,2022,208,Block,17661.2,166.3
,,,2022,209,Goodyear Tire & Rubber,17478,764
,,,2022,210,Uber Technologies,17455,-496
,,,2022,211,Colgate-Palmolive,17421,2166
,,,2022,212,Stanley Black & Decker,17252.7,1689.2
,,,2022,213,DuPont,17160,6467
,,,2022,214,Stryker,17108,1994
,,,2022,215,NextEra Energy,17069,3573
,,,2022,216,Targa Resources,16949.8,71.2
,,,2022,217,Western Digital,16922,821
,,,2022,218,PPG Industries,16802,1439
,,,2022,219,American Electric Power,16792,2488.1
,,,2022,220,Gap,16670,256
,,,2022,221,BJ&#8217;s Wholesale Club,16667.3,426.7
,,,2022,222,Reinsurance Group of America,16658,617
,,,2022,223,Kinder Morgan,16610,1784
,,,2022,224,Oneok,16540.3,1499.7
,,,2022,225,Expeditors Intl. of Washington,16523.5,1415.5
,,,2022,226,Advanced Micro Devices,16434,3162
,,,2022,227,Fiserv,16226,1334
,,,2022,228,EstÃ©e Lauder,16215,2870
,,,2022,229,Bank of New York Mellon,16158,3759
,,,2022,230,Laboratory Corp. of America,16120.9,2377.3
,,,2022,231,Regeneron Pharmaceuticals,16071.7,8075.3
,,,2022,232,Land O'Lakes,15916.4,287.4
,,,2022,233,Cheniere Energy,15864,-2343
,,,2022,234,Southwest Airlines,15790,977
